ip,port,anonymityLevel,asn,country,isp,latency,org,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"173.244.200.154","44302","elite","AS32780","US","Hosting Services, Inc.","76","Hosting Services, Inc.","socks4","69","163","2021-06-29T13:01:16.017Z","100","43","43"
"173.244.200.156","64631","elite","AS32780","US","Hosting Services, Inc.","76","Hosting Services, Inc.","socks4","51","157","2021-06-29T13:00:18.742Z","100","29","29"
"41.60.233.192","8080","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","201","Liquid Telecommunications Operations Limited","socks4","2916","101","2023-10-15T17:03:18.650Z","84","3609","4304"
"181.3.75.194","1080","elite","AS7303","AR","Telecom Argentina S.A.","879","Telecom Personal Bs","socks5","5088","94","2023-10-15T18:02:25.734Z","40","1753","4331"
"95.140.124.217","1080","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a","35","Orion Telekom Network","socks4","5003","94","2023-10-15T16:32:56.942Z","100","4335","4336"
"65.169.38.73","26592","elite","AS20081","US","NET2ATLANTA.COM LLC","186","Sprint","socks4","4997","91","2023-10-15T18:14:42.048Z","68","2945","4344"
"188.26.5.254","4145","elite","AS8708","RO","RCS & RDS","45","RCS & RDS Business","socks4","4995","91","2023-10-15T18:29:10.188Z","85","3783","4425"
"67.197.244.98","17557","elite","AS14615","US","Comporium, Inc","104","Comporium, Inc","socks4","4895","91","2023-10-15T17:14:53.348Z","99","4333","4355"
"88.87.72.134","39435","elite","AS39435","RU","CJSC \"ER-Telecom Holding\" Volgograd branch","89","JSC \"ER-Telecom Holding\" Volgograd Branch","socks5","2906","91","2023-10-15T18:46:33.990Z","87","3772","4325"
"200.58.181.218","4153","elite","AS25620","BO","Cotas Ltda.","210","Universidad Autonoma Gabriel Rene Moreno","socks4","5009","91","2023-10-15T18:21:05.744Z","81","3524","4354"
"64.227.104.2","13166","elite","AS14061","US","DigitalOcean, LLC","198","DigitalOcean, LLC","socks4","5254","90","2023-10-15T17:28:37.377Z","58","2535","4342"
"91.106.90.134","4145","elite","AS56503","IR","PJSC \"Badr Rayan Jonoob\"","178","Kimianet Bandar","socks4","2301","89","2023-10-15T17:51:12.652Z","97","4204","4343"
"109.73.181.155","4145","elite","AS49924","IT","ECROM-MAIN","69","N/A","socks4","2282","88","2023-10-15T17:20:57.745Z","40","1672","4229"
"185.170.233.102","47574","elite","AS206912","CY","Superdach LTD","78","Infra","socks4","4396","88","2023-10-15T18:13:37.745Z","100","4423","4426"
"197.234.13.97","4145","elite","AS36902","SC","Intelvision","206","Intelvision Ltd","socks4","4900","88","2023-10-15T18:38:36.743Z","100","4368","4385"
"104.251.81.87","14778","elite","AS11325","US","Altus Communications Inc.","96","BraveWay","socks5","4501","87","2023-10-15T18:48:48.840Z","100","4321","4323"
"103.79.96.225","4153","elite","AS64308","ID","PT IndoDev Niaga Internet","187","PT IndoDev Niaga Internet","socks4","5204","87","2023-10-15T17:07:13.241Z","100","4384","4394"
"138.219.223.166","5678","elite","AS263963","BR","Goldweb Barretos serviços de Telecomunicações Ltda","206","Goldweb Barretos serviços de Telecomunicações Ltda","socks4","4304","87","2023-10-15T18:19:27.636Z","99","4336","4398"
"103.79.96.189","4153","elite","AS64308","ID","PT IndoDev Niaga Internet","195","PT IndoDev Niaga Internet","socks4","4389","87","2023-10-15T18:21:10.075Z","100","4386","4394"
"61.7.138.52","5678","elite","AS131090","TH","CAT Telecom Public Company Limited","280","National Telecom Public Company Limited","socks4","5005","87","2023-10-15T17:29:52.134Z","76","3354","4423"
"43.135.161.203","443","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","socks4","4401","87","2023-10-15T18:23:40.346Z","77","3350","4340"
"216.80.120.100","3820","elite","AS6079","US","RCN","106","RCN Corporation","socks5","4986","87","2023-10-15T18:00:11.932Z","99","4363","4395"
"104.23.107.172","80","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","socks5","4897","86","2023-10-15T18:40:09.491Z","100","4341","4341"
"177.23.184.166","52935","elite","AS52935","BR","Infobarra Solucoes em Informatica Ltda","219","Infobarra Solucoes em Informatica Ltda","socks5","4996","86","2023-10-15T18:28:09.839Z","99","4362","4419"
"36.94.234.177","5678","elite","AS7713","ID","PT. Telekomunikasi Indonesia","233","Telekomunikasi Indonesia","socks4","4506","86","2023-10-15T18:06:43.643Z","99","4329","4358"
"197.234.13.66","4145","elite","AS36902","SC","Intelvision","198","Intelvision Ltd","socks4","2211","86","2023-10-15T18:40:22.191Z","100","4316","4332"
"186.211.6.137","4145","elite","AS53156","BR","PortalSAT Telecom","191","eliziane oliveira sobrinho","socks4","596","86","2023-10-15T18:34:08.047Z","99","4307","4370"
"200.33.152.253","4153","elite","AS268976","BR","Weclix Telecom S/A","226","Weclix Telecom S/A","socks4","4986","86","2023-10-15T18:06:17.135Z","96","4209","4390"
"203.30.190.57","80","elite","AS209242","BZ","Cloudflare London, LLC","12","Umpire Associates LTD","socks4","4606","86","2023-10-15T17:37:19.280Z","100","4351","4351"
"71.163.238.129","1236","elite","AS701","US","Verizon Business","82","Verizon Business","socks4","4991","86","2023-10-15T18:40:50.137Z","100","4278","4283"
"222.124.177.148","7497","elite","AS7713","ID","Telekomunikasi Indonesia","294","PT. TELKOM INDONESIA","socks5","4811","86","2023-10-15T18:30:50.839Z","92","3997","4331"
"5.189.179.57","57238","elite","AS51167","DE","Contabo GmbH","90","Contabo GmbH","socks5","3299","86","2023-10-15T17:49:46.250Z","100","4401","4404"
"143.255.249.74","7497","elite","AS61468","EC","CEDIA","187","Universidad Tecnologica Israel","socks5","2394","86","2023-10-15T18:39:41.833Z","95","4132","4353"
"69.163.162.253","20676","elite","AS26347","US","New Dream Network, LLC","196","New Dream Network, LLC","socks5","4505","86","2023-10-15T18:28:09.585Z","100","4334","4338"
"187.103.74.137","5678","elite","AS52965","BR","1telecom Servicos De Tecnologia EM Internet Ltda","164","1telecom Servicos De Tecnologia EM Internet Ltda","socks4","4604","86","2023-10-15T17:59:55.639Z","96","4227","4403"
"104.23.125.117","80","elite","AS13335","CA","Cloudflare, Inc.","86","Cloudflare, Inc.","socks4","4903","85","2023-10-15T17:26:23.580Z","100","4277","4279"
"188.43.20.173","4153","elite","AS20485","RU","Joint Stock Company TransTeleCom","94","TTK PtP","socks4","3416","85","2023-10-15T18:41:45.244Z","99","4262","4299"
"103.49.242.193","5678","elite","AS133720","IN","Zess Networks Private Limited","192","Zess Networks Private Limited","socks4","4802","85","2023-10-15T18:37:22.178Z","98","4240","4320"
"51.222.29.254","47103","elite","AS16276","CA","OVH SAS","89","OVH Hosting, Inc.","socks4","5008","85","2023-10-15T18:45:14.754Z","100","4314","4324"
"176.115.15.198","5678","elite","AS58350","PL","PHU Classcom Sp. z o.o.","54","PHU Classcom Sp. z o.o","socks4","4586","85","2023-10-15T17:27:23.585Z","42","1787","4286"
"88.119.49.4","4153","elite","AS8764","LT","Telia Lietuva, AB","96","Telia Lietuva, AB","socks4","3490","85","2023-10-15T17:59:21.383Z","100","4421","4423"
"180.210.222.209","1080","elite","N/A","US","Ipxo LLC","88","Ipxo","socks4","176","85","2023-10-15T17:36:03.649Z","57","2487","4350"
"85.143.254.20","8080","elite","AS56534","RU","Comfortel Ltd.","45","Comfortel Ltd","socks4","4295","85","2023-10-15T18:09:07.251Z","100","4392","4408"
"192.154.244.92","9000","elite","AS64200","US","Vivid-hosting LLC","192","Vivid-hosting LLC","socks4","4515","85","2023-10-15T18:10:54.583Z","100","4392","4400"
"107.174.121.140","3128","elite","AS36352","US","ColoCrossing","116","RackNerd LLC","socks4","4398","84","2023-10-15T18:46:58.092Z","72","3068","4247"
"177.38.5.242","4153","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","204","FÁBIO MENDES DIAS LTDA ME","socks4","4905","84","2023-10-15T17:42:43.293Z","92","4055","4403"
"198.8.94.174","39078","elite","AS46562","US","Performive LLC","197","Total Server Solutions L.L.C","socks5","5091","84","2023-10-15T17:35:29.689Z","98","4223","4291"
"15.235.42.114","52640","elite","AS16276","CA","OVH SAS","96","OVH Hosting, Inc","socks5","4510","84","2023-10-15T18:45:59.884Z","100","4215","4216"
"121.13.252.62","61401","elite","AS4134","CN","Chinanet","287","Chinanet GD","socks4","4502","84","2023-10-15T17:33:16.580Z","83","3550","4286"
"180.183.121.6","5678","elite","AS45629","TH","Triple T Broadband Public Company Limited","198","Triple T Broadband Public Company Limited","socks4","3895","84","2023-10-15T18:46:23.880Z","93","4008","4287"
"203.76.222.5","5678","elite","AS134204","BD","BUSINESSNETWORK","196","N/A","socks4","598","84","2023-10-15T18:12:05.782Z","79","3428","4336"
"37.130.25.184","5678","elite","AS15874","PL","\"InterKAM\" S.C","83","Interkam Szczepanik Spolka Komandytowa","socks4","4895","84","2023-10-15T17:17:35.380Z","99","4318","4347"
"203.194.103.30","5678","elite","AS17665","IN","IN2CABLE","193","In2cable","socks4","5002","84","2023-10-15T17:17:12.647Z","54","2383","4406"
"185.169.181.23","4145","elite","AS34984","TR","Ates Dc","164","Ibrahim MALA trading as Ates Dc","socks4","5084","84","2023-10-15T18:27:23.174Z","100","4310","4314"
"213.226.117.147","3389","elite","AS202505","TR","Netbudur Telekomunikasyon Limited Sirketi","91","MRS Bilisim ve Telekomunikasyon Hiz. Ltd. Sti","socks5","489","84","2023-10-15T18:47:08.187Z","11","466","4325"
"106.52.65.104","1080","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","298","Tencent cloud computing (Beijing) Co., Ltd.","socks4","3595","84","2023-10-15T18:01:34.680Z","83","3655","4405"
"181.78.13.91","5678","elite","AS52468","CO","IFX Networks Argentina S.R.L","188","UFINET COLOMBIA, S. A","socks4","4307","84","2023-10-15T18:03:58.778Z","99","4206","4241"
"178.32.99.234","5678","elite","AS16276","FR","OVH SAS","6","OVH ISP","socks4","5093","84","2023-10-15T18:43:15.334Z","63","2708","4283"
"109.86.219.179","55489","elite","AS13188","UA","Triolan","50","N/A","socks4","3582","84","2023-10-15T18:01:08.994Z","97","4302","4437"
"163.172.115.17","24474","elite","AS12876","FR","Online S.A.S.","1","ONLINE","socks4","4307","84","2023-10-15T18:43:02.749Z","98","4333","4402"
"161.97.97.231","10050","elite","AS51167","DE","Contabo GmbH","87","Contabo GmbH","socks4","421","84","2023-10-15T16:56:02.875Z","98","4350","4419"
"79.170.253.232","5678","elite","AS20723","CZ","AVONET, s.r.o.","80","CZ.MGI","socks4","4998","84","2023-10-15T18:09:41.878Z","100","4380","4381"
"43.153.177.44","443","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","257","Tencent Cloud Computing","socks4","4999","84","2023-10-15T18:38:34.489Z","79","3435","4360"
"81.68.156.53","2080","elite","AS45090","NL","EuroNet Internet","200","Euronet Communications B.V.","socks5","5487","84","2023-10-15T18:28:58.742Z","84","3646","4324"
"180.183.140.141","8080","elite","AS45629","TH","Triple T Broadband Public Company Limited","208","Triple T Broadband Public Company Limited","socks5","5015","84","2023-10-15T17:56:45.177Z","95","4078","4314"
"140.250.150.56","1080","elite","AS4134","CN","Chinanet","294","Chinanet SD","socks4","4891","84","2023-10-15T17:13:20.443Z","76","3301","4344"
"177.223.48.126","52104","elite","AS263500","BR","Star Telecom S/A","192","Star Telecom S/A","socks4","3010","84","2023-10-15T18:10:05.675Z","100","4388","4409"
"138.97.0.87","4145","elite","AS262346","BR","FP Telecomunicacoes Ltda","210","FP Telecomunicacoes Ltda","socks4","4310","84","2023-10-15T16:55:13.291Z","75","3262","4344"
"157.230.111.195","15080","elite","AS14061","DE","DigitalOcean, LLC","30","DigitalOcean, LLC","socks4","2999","84","2023-10-15T17:44:39.551Z","99","4342","4382"
"180.183.215.154","4153","elite","AS45629","TH","Triple T Broadband Public Company Limited","182","Triple T Broadband Public Company Limited","socks4","3095","84","2023-10-15T18:25:03.145Z","97","4236","4347"
"182.53.129.113","5678","elite","AS23969","TH","TOT Public Company Limited","159","TOT Public Company Limited","socks4","3895","84","2023-10-15T17:44:43.891Z","44","1910","4384"
"41.216.175.214","4673","elite","AS37088","NG","VDT COMMUNICATIONS LIMITED","193","VDT Ikota LAN Ether","socks4","4599","84","2023-10-15T17:40:42.039Z","99","4258","4309"
"190.61.43.58","8080","elite","AS52468","CO","Ufinet Colombia","143","SOLINGWEB.NET","socks4","5503","84","2023-10-15T17:44:13.345Z","99","4262","4312"
"45.116.230.79","4673","elite","AS133301","IN","DWANIRINN","186","Dwan Supports P LTD","socks4","4294","84","2023-10-15T17:50:10.086Z","97","4235","4373"
"43.132.158.215","1080","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","299","Tencent Cloud Computing","socks5","4399","84","2023-10-15T18:13:42.938Z","99","4395","4434"
"142.44.241.192","7497","elite","AS16276","CA","OVH SAS","88","OVH Hosting, Inc.","socks5","3696","84","2023-10-15T18:16:31.777Z","100","4374","4379"
"125.27.251.173","33008","elite","AS23969","TH","TOT Public Company Limited","188","TOT Public Company Limited","socks4","4988","84","2023-10-15T17:44:45.588Z","49","2194","4437"
"79.154.160.181","4145","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","25","N/A","socks4","4798","84","2023-10-15T17:37:03.144Z","100","4360","4362"
"106.110.215.121","2829","elite","AS4134","CN","Chinanet","190","Chinanet GD","socks4","4610","84","2023-10-15T18:17:08.447Z","59","2526","4286"
"124.105.187.68","13629","elite","AS9299","PH","Philippine Long Distance Telephone Co.","298","Philippine Long Distance Telephone Company","socks4","4907","84","2023-10-15T18:40:33.085Z","97","4193","4303"
"210.210.154.61","5678","elite","AS4787","ID","CBN","177","N/A","socks5","5099","84","2023-10-15T18:43:42.144Z","100","4375","4382"
"181.197.199.216","2135","elite","AS27833","AR","Bvnet S.A.","242","Bvnet S.A","socks4","3800","84","2023-10-15T18:28:30.637Z","98","4265","4352"
"36.37.104.99","34040","elite","AS4800","ID","LINTASARTA","210","N/A","socks4","4998","84","2023-10-15T18:40:33.089Z","99","4280","4315"
"104.238.137.2","10777","elite","AS20473","US","The Constant Company","286","Vultr Holdings, LLC","socks4","4905","84","2023-10-15T18:12:51.353Z","22","970","4381"
"186.251.255.185","31337","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","213","Seanet Telecom Carazinho Eireli","socks4","4090","84","2023-10-15T17:57:32.681Z","100","4281","4302"
"82.77.129.205","5678","elite","AS8708","RO","RCS & RDS","48","RCS & RDS Business","socks4","4493","84","2023-10-15T18:26:46.945Z","85","3751","4409"
"27.147.139.73","4145","elite","AS23688","BD","Link3 Technologies Limited","161","Corporate Subscriber","socks4","4707","84","2023-10-15T17:50:10.090Z","97","4256","4377"
"94.43.64.47","5678","elite","AS35805","GE","JSC \"Silknet\"","76","Silknet - 4","socks4","4782","84","2023-10-15T18:18:31.989Z","99","4416","4441"
"138.36.196.11","4153","elite","AS264586","BR","Speed Telecomunicacoes","188","Speed Telecomunicacoes","socks4","3706","84","2023-10-15T18:41:22.089Z","98","4290","4361"
"45.7.177.85","52246","elite","AS266626","BR","Litoral Telecom","182","Litoral Telecom","socks4","2889","84","2023-10-15T18:35:45.585Z","40","1760","4391"
"186.192.195.211","8080","elite","AS53133","BR","P & K Networks e Telecomunicações Ltda","202","P & K Networks e Telecomunicações Ltda","socks4","4886","84","2023-10-15T18:27:21.383Z","100","4387","4399"
"82.165.137.115","7061","elite","AS8560","DE","IONOS","14","N/A","socks5","2899","84","2023-10-15T18:08:07.544Z","100","4413","4415"
"38.113.171.1","31596","elite","AS174","CA","Cogent Communications","96","eTor Networks","socks4","5101","84","2023-10-15T17:27:00.581Z","100","4412","4419"
"172.85.108.70","23213","elite","AS11325","US","Host Wagon LLC","79","N/A","socks5","4713","83","2023-10-15T18:36:30.046Z","100","4268","4273"
"5.9.144.19","24940","elite","AS24940","DE","Hetzner Online GmbH","101","Hetzner","socks5","4710","83","2023-10-15T18:06:09.684Z","77","3305","4311"
"112.215.33.114","3629","elite","AS17885","ID","XL-AXIATA Tbk GSM","187","N/A","socks4","5092","83","2023-10-15T18:14:21.740Z","98","4251","4343"
"103.77.227.161","4153","elite","AS64298","ID","UPN Veteran Surabaya","190","UPN Veteran Surabaya","socks4","4905","83","2023-10-15T17:16:34.389Z","94","4169","4422"
"47.243.253.113","61507","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","278","Alibaba.com LLC","socks4","4198","83","2023-10-15T18:22:52.546Z","73","3225","4400"
"80.78.23.20","80","elite","AS39287","SE","ab stract","83","ab stract","socks4","4992","83","2023-10-15T16:50:20.882Z","92","4075","4421"
"212.3.105.11","4145","elite","AS57993","UA","FOP Khalik Andrey Volodumurovuch","54","HLink","socks4","2118","83","2023-10-15T16:33:54.147Z","99","4354","4415"
"80.52.223.98","5678","elite","AS5617","PL","Orange Polska Spolka Akcyjna","90","Orange Polska S.A.","socks4","5089","83","2023-10-15T18:36:19.234Z","98","4272","4355"
"38.127.179.219","46656","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","socks5","4903","83","2023-10-15T18:21:34.083Z","100","4220","4226"
"210.4.194.196","80","elite","AS13445","SG","Cisco Webex LLC","287","Webex Communications Inc","socks5","5100","83","2023-10-15T17:37:25.937Z","99","4239","4283"
"64.225.28.9","52700","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","socks5","4891","83","2023-10-15T18:16:20.586Z","49","2078","4205"
"197.234.13.90","4145","elite","AS36902","SC","Intelvision","222","Intelvision Ltd","socks4","2888","83","2023-10-15T18:08:24.039Z","100","4417","4435"
"103.38.205.69","5678","elite","AS45916","IN","gtpl hariom world vision","134","Gtpl Broadband Pvt. Ltd.","socks4","3499","83","2023-10-15T18:41:40.043Z","100","4382","4397"
"45.8.107.114","80","elite","AS209242","DE","Cloudflare London, LLC","11","Araxio Development N.V","socks4","4898","83","2023-10-15T17:27:30.346Z","100","4401","4401"
"168.227.158.25","4145","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","socks4","4295","83","2023-10-15T18:47:14.256Z","99","4404","4429"
"79.143.190.221","12580","elite","AS51167","DE","Contabo GmbH","21","Contabo GmbH","socks5","1100","83","2023-10-15T17:23:46.285Z","100","4358","4358"
"177.128.18.27","5678","elite","AS262362","BR","B. D. MATOS & CIA LTDA - SINET INTERNET","290","B. D. MATOS & CIA LTDA - SINET INTERNET","socks4","4802","83","2023-10-15T18:49:12.245Z","25","1115","4408"
"202.6.233.59","7878","elite","AS23756","ID","PT Padi Internet","193","N/A","socks4","4892","83","2023-10-15T18:11:54.780Z","94","4054","4328"
"109.121.50.69","1080","elite","AS9125","RS","Orion Telekom ISP IP Network","36","Orion Telekom Tim d.o.o.Beograd","socks4","4997","83","2023-10-15T18:10:31.577Z","98","4312","4384"
"47.242.40.222","8888","elite","AS45102","HK","Alibaba.com LLC","293","Hong Kong","socks5","4896","83","2023-10-15T17:25:14.048Z","85","3752","4396"
"46.98.206.15","5678","elite","AS15377","UA","ISP \"Fregat\"","57","ISP \"Fregat\" Ltd.","socks4","2792","83","2023-10-15T18:20:33.433Z","42","1829","4377"
"177.184.72.22","4145","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","socks4","4695","83","2023-10-15T17:49:57.176Z","99","4336","4364"
"1.0.136.198","23969","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","socks5","4008","83","2023-10-15T17:11:47.045Z","52","2256","4336"
"104.168.234.148","3128","elite","AS54290","US","Hostwinds LLC.","194","Hostwinds LLC","socks4","3096","83","2023-10-15T18:03:52.143Z","95","4140","4340"
"43.153.81.60","443","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","190","Tencent Cloud Computing","socks4","715","83","2023-10-15T18:30:11.379Z","90","3939","4366"
"89.237.35.145","51549","elite","AS20485","RU","multi-origin SUTTK","68","N/A","socks4","5097","83","2023-10-15T18:28:14.943Z","99","4353","4395"
"148.251.3.169","30046","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","socks5","5001","83","2023-10-15T18:45:22.885Z","91","3980","4376"
"72.52.131.65","80","elite","AS32244","US","Liquid Web, L.L.C","101","SourceDNS","socks5","5086","83","2023-10-15T18:27:34.085Z","96","4129","4313"
"199.188.93.214","9000","elite","AS64200","US","Vivid-hosting LLC","192","Vivid-hosting LLC","socks5","360","83","2023-10-15T18:32:52.839Z","100","4437","4442"
"125.27.107.121","4153","elite","AS23969","TH","TOT Public Company Limited","181","TOT Public Company Limited","socks4","4895","83","2023-10-15T18:49:24.881Z","46","2000","4325"
"86.57.174.152","41455","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","49","Byfly Grodno Static","socks4","497","83","2023-10-15T17:28:13.178Z","99","4304","4327"
"43.153.27.113","443","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","200","Tencent Cloud Computing","socks4","4000","83","2023-10-15T18:03:12.439Z","83","3590","4346"
"188.132.146.23","1080","elite","AS207474","TR","Hatnet Bilgi iletisim Teknolojileri ve Ticaret Limited Sirketi","95","Hatnet Bilgi iletisim Teknolojileri ve Ticaret Limited Sirketi","socks4","215","83","2023-10-15T18:09:43.779Z","84","3678","4399"
"203.24.102.74","80","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","socks4","5096","83","2023-10-15T18:14:59.638Z","100","4388","4390"
"116.206.151.198","4153","elite","AS132445","IN","Wire And Wireless Solutions","192","Prakash Kumar Khetan T/A WIRE AND WIRELESS SOLUTIONS","socks4","5092","83","2023-10-15T18:43:25.178Z","98","4304","4380"
"89.22.17.62","43110","elite","AS48166","RU","Fortex Cjsc","50","Fortex AS48166","socks4","3399","83","2023-10-15T18:44:34.682Z","100","4369","4379"
"177.38.5.19","4153","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","204","FÁBIO MENDES DIAS LTDA ME","socks4","5108","83","2023-10-15T18:09:34.445Z","97","4276","4412"
"180.210.222.205","1080","elite","N/A","US","Ipxo LLC","14","Ipxo","socks4","4401","83","2023-10-15T18:49:34.587Z","20","890","4382"
"110.78.81.107","5678","elite","AS9931","TH","CAT Telecom Public Company Limited","254","CAT Telecom public company Ltd","socks4","4702","83","2023-10-15T17:45:55.043Z","99","4336","4394"
"178.212.48.84","1080","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","84","Lubuskie Sieci Swiatlowodowe Sp. z o. o","socks4","2989","83","2023-10-15T17:24:29.350Z","100","4424","4430"
"157.245.62.1","9050","elite","AS14061","SG","DigitalOcean, LLC","187","DigitalOcean, LLC","socks4","4791","83","2023-10-15T18:48:52.581Z","100","4360","4376"
"24.125.77.113","55539","elite","AS7725","US","Comcast Cable Communications, LLC","109","Comcast Cable Communications Holdings, Inc","socks4","5101","83","2023-10-15T18:10:14.439Z","97","4333","4455"
"51.38.99.136","3128","elite","AS16276","DE","OVH SAS","11","OVH GmbH","socks4","1985","83","2023-10-15T16:26:59.340Z","100","4367","4367"
"123.235.134.21","44844","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","185","N/A","socks4","4605","83","2023-10-15T18:19:22.340Z","85","3721","4370"
"62.171.153.119","22273","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","socks4","5096","83","2023-10-15T17:53:35.837Z","100","4278","4282"
"113.160.227.166","5678","elite","AS45899","VN","VietNam Post and Telecom Corporation","280","Vietnam Posts and Telecommunications Group","socks4","5100","83","2023-10-15T18:24:57.178Z","97","4248","4386"
"121.129.47.25","1080","elite","AS4766","KR","Korea Telecom","284","N/A","socks5","3592","83","2023-10-15T18:40:58.078Z","74","3219","4364"
"170.81.160.124","42832","elite","AS266420","BR","NTC Comunicaçoes Ltda ME","193","NTC Comunicaçoes Ltda ME","socks5","4498","83","2023-10-15T18:42:48.850Z","100","4336","4354"
"31.128.248.1","1080","elite","AS208139","UA","ISP Avator","88","\"Merlin-Telekom\" LLC","socks5","4697","83","2023-10-15T17:20:24.337Z","99","4314","4359"
"206.189.195.54","4930","elite","AS14061","US","DigitalOcean, LLC","87","DigitalOcean, LLC","socks5","4104","83","2023-10-15T17:09:28.439Z","52","2302","4398"
"181.48.63.206","4153","elite","AS14080","CO","Telmex Colombia S.A.","184","Telmex Colombia S.A.","socks4","3199","83","2023-10-15T18:03:32.540Z","97","4300","4418"
"45.70.237.133","4145","elite","AS52468","EC","Ufinet Panama S.A.","192","Negocios Y Telefonia Nedetel S.A","socks4","4986","82","2023-10-15T18:45:11.694Z","100","4275","4292"
"125.161.141.186","80","elite","AS7713","ID","PT. TELKOM INDONESIA","192","N/A","socks5","4397","82","2023-10-15T18:39:08.351Z","87","3782","4333"
"82.115.18.179","1080","elite","AS212552","DE","BitCommand LLC","100","BitCommand LLC","socks5","4487","82","2023-10-15T18:23:34.746Z","99","4281","4329"
"38.127.172.219","55994","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","socks5","1693","82","2023-10-15T18:04:53.845Z","100","4341","4347"
"140.250.93.245","1080","elite","AS4134","CN","Chinanet","192","Chinanet SD","socks4","5009","82","2023-10-15T18:17:50.244Z","80","3487","4342"
"178.128.49.205","80","elite","AS14061","SG","DigitalOcean, LLC","150","Digitalocean","socks4","4697","82","2023-10-15T18:36:40.542Z","100","4342","4345"
"110.78.186.132","4145","elite","AS131090","TH","CAT-BB","260","N/A","socks4","4706","82","2023-10-15T18:05:56.639Z","69","2949","4290"
"121.101.131.91","1080","elite","AS131706","ID","PT SELARAS CITRA TERABIT","216","Terabit","socks4","5098","82","2023-10-15T17:41:23.436Z","98","4238","4323"
"185.25.119.15","13959","elite","AS200000","UA","Hosting Ukraine LTD","96","new Hosting","socks5","4686","82","2023-10-15T18:27:19.643Z","97","4208","4330"
"104.18.65.115","2105","elite","AS13335","CA","Cloudflare, Inc.","80","Cloudflare, Inc.","socks4","4515","82","2023-10-15T18:19:54.239Z","100","4354","4354"
"61.247.180.182","10800","elite","AS38031","BD","Optimax Communication Ltd.","185","OptiMax Communication Ltd","socks4","2208","82","2023-10-15T17:57:57.875Z","99","4400","4425"
"45.196.148.191","5432","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","socks4","4695","82","2023-10-15T18:17:45.535Z","98","4285","4356"
"185.202.7.160","4153","elite","AS42871","AT","Michael Gamsjaeger Network","45","N/A","socks4","4799","82","2023-10-15T17:44:02.547Z","69","2940","4284"
"103.12.246.109","4145","elite","AS134941","IN","Instant Cable Network PVT LTD","168","Instant Cable Network PVT LTD","socks4","4311","82","2023-10-15T16:41:33.542Z","99","4375","4407"
"192.12.112.65","4145","elite","AS61942","BR","Turbonet Telecom Ltda","186","Turbonet Telecom Ltda","socks4","4289","82","2023-10-15T17:30:37.077Z","99","4343","4392"
"110.78.141.77","4145","elite","AS131090","TH","CAT-BB","253","N/A","socks4","5096","82","2023-10-15T18:44:17.349Z","69","2993","4328"
"131.161.223.20","5678","elite","AS270049","EC","Marvicnet CIA Ltda","165","Marvicnet CIA Ltda","socks4","4098","82","2023-10-15T18:15:26.841Z","100","4339","4339"
"112.195.39.128","24388","elite","AS4837","CN","China Unicom CHINA169 Sichuan Province Network","299","N/A","socks4","5495","82","2023-10-15T18:36:46.038Z","34","1455","4331"
"77.240.99.166","4145","elite","AS42189","CZ","EUROSIGNAL","77","N/A","socks4","4897","82","2023-10-15T17:34:52.938Z","100","4420","4424"
"95.38.75.60","4145","elite","AS41881","IR","Fanava Group","202","Fanava Group","socks4","5001","82","2023-10-15T18:48:48.736Z","91","3967","4355"
"185.6.11.8","19427","elite","AS12552","SE","GlobalConnect AB","32","Internet Vikings International AB","socks5","4497","82","2023-10-15T18:17:21.476Z","100","4351","4351"
